"App Name","Location","Source"
"StartupManager","D:\Misc\Glary Utilities","Deep Scan (D:)"
"string_test","D:\Misc\COLMAP-3.5-windows\bin","Deep Scan (D:)"
"Stub_Plugin","D:\Misc\IrfanView\Plugins","Deep Scan (D:)"
"support","D:\QuickBooks Pro 2018","Deep Scan (D:)"
"support_measurement_test","D:\Misc\COLMAP-3.5-windows\bin","Deep Scan (D:)"
"SurfaceDiagnosticToolkit_DRF","D:\Downloads","Deep Scan (D:)"
"SyncToy 2.1 (x64)","","Registry"
"Synergy","D:\Misc\Synergy","Deep Scan (D:)"
"Synergy (64-bit)","","Registry"
"synergy-core","D:\Misc\Synergy","Deep Scan (D:)"
"synergy-daemon","D:\Misc\Synergy","Deep Scan (D:)"
"synergy-diagnostics","D:\Misc\Synergy","Deep Scan (D:)"
"synergy-legacy","D:\Misc\Synergy","Deep Scan (D:)"
"synergy-service","D:\Misc\Synergy","Deep Scan (D:)"
"synergy-tray","D:\Misc\Synergy","Deep Scan (D:)"
"sysinfo","D:\Misc\Glary Utilities","Deep Scan (D:)"
"Tailscale","","Registry"
"tapctl","D:\Misc\7.28.4.0\Drivers","Deep Scan (D:)"
"TeamViewer","C:\Program Files (x86)\TeamViewer","Registry"
"TechHelp","D:\QuickBooks Pro 2018","Deep Scan (D:)"
"TegraRcmGUI","D:\Misc\TegraRcmGUI\","Registry"
"threading_test","D:\Misc\COLMAP-3.5-windows\bin","Deep Scan (D:)"
"tig","D:\Misc\Git\cmd","Deep Scan (D:)"
"timer_test","D:\Misc\COLMAP-3.5-windows\bin","Deep Scan (D:)"
"tiny-agents","D:\Misc\Python311-was OpenWebUI\Scripts","Deep Scan (D:)"
"tlGifMaker","D:\Misc\IOT","Deep Scan (D:)"
"tliCloudPM","D:\Misc\IOT","Deep Scan (D:)"
"tlInstgrmDl","D:\Misc\IOT","Deep Scan (D:)"
"tlSimilImgs","D:\Misc\IOT","Deep Scan (D:)"
"torchfrtrace","D:\Misc\Python311-was OpenWebUI\Scripts","Deep Scan (D:)"
"torchrun","D:\Misc\Python311-was OpenWebUI\Scripts","Deep Scan (D:)"
"tqdm","D:\Misc\Python311-was OpenWebUI\Scripts","Deep Scan (D:)"
"track_test","D:\Misc\COLMAP-3.5-windows\bin","Deep Scan (D:)"
"TracksEraser","D:\Misc\Glary Utilities","Deep Scan (D:)"
"transformers","D:\Misc\Python311-was OpenWebUI\Scripts","Deep Scan (D:)"
"translation_transform_test","D:\Misc\COLMAP-3.5-windows\bin","Deep Scan (D:)"
"TreeSize Free V4.7.3 (64 bit)","D:\Misc\TreeSize Free\","Registry"
"TreeSizeFree","D:\Misc\TreeSize Free","Deep Scan (D:)"
"triangulation_test","D:\Misc\COLMAP-3.5-windows\bin","Deep Scan (D:)"
"ttx","D:\Misc\Python311-was OpenWebUI\Scripts","Deep Scan (D:)"
"two_view_geometry_test","D:\Misc\COLMAP-3.5-windows\bin","Deep Scan (D:)"
"typer","D:\Misc\Python311-was OpenWebUI\Scripts","Deep Scan (D:)"
"types_test","D:\Misc\COLMAP-3.5-windows\bin","Deep Scan (D:)"
"TypeScript SDK","","Registry"
"UcMapi","D:\New folder\Office16","Deep Scan (D:)"
"undistortion_test","D:\Misc\COLMAP-3.5-windows\bin","Deep Scan (D:)"
"unins000","D:\Misc","Deep Scan (D:)"
"uninst","D:\Misc\Glary Utilities","Deep Scan (D:)"
"Uninstaler","D:\Misc\Glary Utilities","Deep Scan (D:)"
"Uninstall","D:\Misc\dupeGuru","Deep Scan (D:)"
"UninstallPromote","D:\Misc\IOT","Deep Scan (D:)"
"Unistall","D:\Misc\Glary Utilities\x64","Deep Scan (D:)"
"uo-plwave-XR","D:\Misc\Vuze VR Studio","Deep Scan (D:)"
"Update for  (KB2504637)",,"Registry"
"Update for Windows 10 for x64-based Systems (KB4023057)","","Registry"
"UpdateAssistant","","Registry"
"Updater","D:\Misc\Virtual Desktop Streamer","Deep Scan (D:)"
"upgrade","D:\Misc\Glary Utilities","Deep Scan (D:)"
"UserBenchmark","D:\Misc\UserBenchmark","Deep Scan (D:)"
"uvicorn","D:\Misc\Python311-was OpenWebUI\Scripts","Deep Scan (D:)"
"vc_redist.x64","D:\Misc\MeshLab","Deep Scan (D:)"
"vc_redist_x64_2015_2017_2019","D:\Misc\Vuze VR Studio","Deep Scan (D:)"
"vcpp_crt.redist.clickonce","","Registry"
"vcredist_x64","D:\Downloads","Deep Scan (D:)"
"vcredist_x64_2013","D:\Misc\Vuze VR Studio","Deep Scan (D:)"
"videoconverterultimate_setup","D:\Downloads","Deep Scan (D:)"
"Virtual Desktop Service","C:\Program Files\Virtual Desktop\","Registry"
"Virtual Desktop Streamer","D:\Misc\Virtual Desktop Streamer\","Registry"
"VirtualDesktop.Setup","D:\Misc\Virtual Desktop Streamer","Deep Scan (D:)"
"VirtualDesktop.Streamer","D:\Misc\Virtual Desktop Streamer","Deep Scan (D:)"
"VirtualDesktop.Streamer.Setup","D:\Downloads","Deep Scan (D:)"
"VirtualDesktop.Streamer.Setup(1)","D:\Downloads","Deep Scan (D:)"
"visibility_pyramid_test","D:\Misc\COLMAP-3.5-windows\bin","Deep Scan (D:)"
"visisonics-3d-audio-win","D:\Misc\Vuze VR Studio","Deep Scan (D:)"
"Visual Studio Community 2019","D:\Misc\Microsoft\VisualStudio\2019\Community","Registry"
"visual_index_test","D:\Misc\COLMAP-3.5-windows\bin","Deep Scan (D:)"
"vlc","D:\Misc\VLC","Deep Scan (D:)"
"VLC media player","D:\Misc\VLC","Registry"
"vlc-cache-gen","D:\Misc\VLC","Deep Scan (D:)"
"VPREVIEW","D:\New folder\Office16","Deep Scan (D:)"
"VR180 Creator","D:\Misc\VR180_Creator_windows_4.0.0\vr180_creator","Deep Scan (D:)"
"VS Immersive Activate Helper","","Registry"
"VS JIT Debugger","","Registry"
"VS Script Debugging Common","","Registry"
"vs_BlendMsi","","Registry"
"vs_clickoncebootstrappermsi","","Registry"
"vs_clickoncebootstrappermsires","","Registry"
"vs_clickoncesigntoolmsi","","Registry"
"vs_community__518137631.1616610387","D:\Downloads","Deep Scan (D:)"
"vs_communitymsi","","Registry"
"vs_communitymsires","","Registry"
"vs_devenvmsi","","Registry"
"vs_filehandler_amd64","","Registry"
"vs_filehandler_x86","","Registry"
"vs_FileTracker_Singleton","","Registry"
"vs_minshellinteropmsi","","Registry"
"vs_minshellmsi","","Registry"
"vs_minshellmsires","","Registry"
"vs_SQLClickOnceBootstrappermsi","","Registry"
"vs_tipsmsi","","Registry"
"vs_vswebprotocolselectormsi","","Registry"
"VulcanMessageCmd","D:\Misc\Adobe CS6\Adobe Extension Manager CS6","Deep Scan (D:)"
"Vuze VR Studio version 3.4.7387.0","D:\Misc\Vuze VR Studio\","Registry"
"VuzeDriver","D:\Misc\Vuze VR Studio","Deep Scan (D:)"
"VuzeLIVE","D:\Misc\Vuze VR Studio","Deep Scan (D:)"
"VuzeVRStudio","D:\Misc\Vuze VR Studio","Deep Scan (D:)"
"VuzeVRStudioLauncher","D:\Misc\Vuze VR Studio","Deep Scan (D:)"
"VuzeVRStudioSetup","D:\Downloads","Deep Scan (D:)"
"Wacom Tablet",,"Registry"
"WacomTablet_6.3.41-1","D:\Downloads","Deep Scan (D:)"
"warp_test","D:\Misc\COLMAP-3.5-windows\bin","Deep Scan (D:)"
"watchfiles","D:\Misc\Python311-was OpenWebUI\Scripts","Deep Scan (D:)"
"websockets","D:\Misc\Python311-was OpenWebUI\Scripts","Deep Scan (D:)"
"win_crash_logger","D:\Misc\SecondLifeViewer","Deep Scan (D:)"
"Win64ShellLink","D:\Misc\Glary Utilities\x64","Deep Scan (D:)"
"Windows 10 Update Assistant",,"Registry"
"Windows 11 Installation Assistant",,"Registry"
"Windows Driver Package - Apple, Inc. (USBAAPL64) USB  (05/19/2017 6.0.9999.69)",,"Registry"
"Windows Driver Package - Humaneyes Vuze Camera (09/10/2017 1.0.0.0)",,"Registry"
"Windows Driver Package - libusbK Nintendo Switch APX Mode (04/27/2014 3.0.7.0)",,"Registry"
"Windows Driver Package - Prusa Research s.r.o. Original Prusa CW1 (02/13/2013 1.0.0.0)",,"Registry"
"Windows Driver Package - Prusa Research s.r.o. Original Prusa i3 MK2 (02/13/2013 1.0.0.0)",,"Registry"
"Windows Driver Package - Prusa Research s.r.o. Original Prusa i3 MK3 Multi Material 2.0 upgrade (02/13/2013 1.0.0.0)",,"Registry"
"Windows Driver Package - Prusa Research s.r.o. Prusa i3 Plus MK3 3D printer (02/13/2013 1.0.0.0)",,"Registry"
"Windows Driver Package - UltiMachine 3D Printer (RAMBo) (02/13/2013 1.0.0.0)",,"Registry"
"Windows PC Health Check","","Registry"
"Windows Setup Remediations (x64) (KB4023057)",,"Registry"
"Windows Subsystem for Linux","","Registry"
"windowsdesktop-runtime-6.0.16-win-x64","D:\Downloads","Deep Scan (D:)"
"winrar-x64-571","D:\Downloads","Deep Scan (D:)"
"WINWORD","D:\New folder\Office16","Deep Scan (D:)"
"wmfruntime11","D:\Misc\Acrok Video Converter Ultimate\Bin","Deep Scan (D:)"
"Wordconv","D:\New folder\Office16","Deep Scan (D:)"
"WORDICON","D:\New folder\Office16","Deep Scan (D:)"
"wsdump","D:\Misc\Python311-was OpenWebUI\Scripts","Deep Scan (D:)"
"XLICONS","D:\New folder\Office16","Deep Scan (D:)"
"XManCommand","D:\Misc\Adobe CS6\Adobe Extension Manager CS6","Deep Scan (D:)"
"youtube_transcript_api","D:\Misc\Python311-was OpenWebUI\Scripts","Deep Scan (D:)"
"yt-dlp","D:\Misc\Virtual Desktop Streamer","Deep Scan (D:)"
"zip","D:\Misc\Acrok Video Converter Ultimate\Bin","Deep Scan (D:)"
"Zoom Workplace","C:\Users\DrDen\AppData\Roaming\Zoom\bin","Registry"
